bigg_id	mnx_id	smiles	formula	charge
biggM:M_hs_deg18	MNXM11762	null	null	null
biggM:hs_deg18	MNXM11762	null	null	null
hs_deg19	MNXM11763	null	null	null
biggM:M_hs_deg19	MNXM11763	null	null	null
biggM:hs_deg19	MNXM11763	null	null	null
hs_deg2	MNXM11764	null	null	null
biggM:M_hs_deg2	MNXM11764	null	null	null
biggM:hs_deg2	MNXM11764	null	null	null
hs_deg20	MNXM11765	null	null	null
biggM:M_hs_deg20	MNXM11765	null	null	null
biggM:hs_deg20	MNXM11765	null	null	null
hs_deg21	MNXM11766	null	null	null
biggM:M_hs_deg21	MNXM11766	null	null	null
biggM:hs_deg21	MNXM11766	null	null	null
hs_deg22	MNXM11767	null	null	null
biggM:M_hs_deg22	MNXM11767	null	null	null
biggM:hs_deg22	MNXM11767	null	null	null
hs_deg23	MNXM11768	null	null	null
biggM:M_hs_deg23	MNXM11768	null	null	null
biggM:hs_deg23	MNXM11768	null	null	null
hs_deg24	MNXM11769	null	null	null
biggM:M_hs_deg24	MNXM11769	null	null	null
biggM:hs_deg24	MNXM11769	null	null	null
4pasp	MNXM1177	[NH3+][C@@H](CC(=O)OP(=O)([O-])[O-])C(=O)[O-]	C4H6NO7P	-2.0
biggM:4pasp	MNXM1177	[NH3+][C@@H](CC(=O)OP(=O)([O-])[O-])C(=O)[O-]	C4H6NO7P	-2.0
biggM:M_4pasp	MNXM1177	[NH3+][C@@H](CC(=O)OP(=O)([O-])[O-])C(=O)[O-]	C4H6NO7P	-2.0
hs_deg25	MNXM11770	null	null	null
biggM:M_hs_deg25	MNXM11770	null	null	null
biggM:hs_deg25	MNXM11770	null	null	null
hs_deg3	MNXM11771	null	null	null
biggM:M_hs_deg3	MNXM11771	null	null	null
biggM:hs_deg3	MNXM11771	null	null	null
hs_deg4	MNXM11772	null	null	null
biggM:M_hs_deg4	MNXM11772	null	null	null
biggM:hs_deg4	MNXM11772	null	null	null
hs_deg5	MNXM11773	null	null	null
biggM:M_hs_deg5	MNXM11773	null	null	null
biggM:hs_deg5	MNXM11773	null	null	null
hs_deg6	MNXM11774	null	null	null
biggM:M_hs_deg6	MNXM11774	null	null	null
biggM:hs_deg6	MNXM11774	null	null	null
hs_deg7	MNXM11775	null	null	null
biggM:M_hs_deg7	MNXM11775	null	null	null
biggM:hs_deg7	MNXM11775	null	null	null
hs_deg8	MNXM11776	null	null	null
biggM:M_hs_deg8	MNXM11776	null	null	null
biggM:hs_deg8	MNXM11776	null	null	null
hs_deg9	MNXM11777	null	null	null
biggM:M_hs_deg9	MNXM11777	null	null	null
biggM:hs_deg9	MNXM11777	null	null	null
hs	MNXM11778	[*]O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](OC)O[C@@H]2COS(=O)(=O)[O-])O[C@H]1C(=O)[O-]	C13H18NO20S3*	-4.0
biggM:M_hs	MNXM11778	[*]O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](OC)O[C@@H]2COS(=O)(=O)[O-])O[C@H]1C(=O)[O-]	C13H18NO20S3*	-4.0
biggM:hs	MNXM11778	[*]O[C@H]1[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@H](O[C@H]2[C@H](O)[C@@H](NS(=O)(=O)[O-])[C@@H](OC)O[C@@H]2COS(=O)(=O)[O-])O[C@H]1C(=O)[O-]	C13H18NO20S3*	-4.0
hs_pre1	MNXM11779	null	null	null
biggM:M_hs_pre1	MNXM11779	null	null	null
biggM:hs_pre1	MNXM11779	null	null	null
hs_pre10	MNXM11780	null	null	null
biggM:M_hs_pre10	MNXM11780	null	null	null
biggM:hs_pre10	MNXM11780	null	null	null
hs_pre11	MNXM11781	null	null	null
biggM:M_hs_pre11	MNXM11781	null	null	null
biggM:hs_pre11	MNXM11781	null	null	null
hs_pre12	MNXM11782	null	null	null
biggM:M_hs_pre12	MNXM11782	null	null	null
biggM:hs_pre12	MNXM11782	null	null	null
hs_pre13	MNXM11783	null	null	null
biggM:M_hs_pre13	MNXM11783	null	null	null
biggM:hs_pre13	MNXM11783	null	null	null
hs_pre14	MNXM11784	null	null	null
biggM:M_hs_pre14	MNXM11784	null	null	null
biggM:hs_pre14	MNXM11784	null	null	null
hs_pre15	MNXM11785	null	null	null
biggM:M_hs_pre15	MNXM11785	null	null	null
biggM:hs_pre15	MNXM11785	null	null	null
hs_pre2	MNXM11786	null	null	null
biggM:M_hs_pre2	MNXM11786	null	null	null
biggM:hs_pre2	MNXM11786	null	null	null
hs_pre3	MNXM11787	null	null	null
biggM:M_hs_pre3	MNXM11787	null	null	null
biggM:hs_pre3	MNXM11787	null	null	null
hs_pre4	MNXM11788	null	null	null
biggM:M_hs_pre4	MNXM11788	null	null	null
biggM:hs_pre4	MNXM11788	null	null	null
hs_pre5	MNXM11789	null	null	null
biggM:M_hs_pre5	MNXM11789	null	null	null
biggM:hs_pre5	MNXM11789	null	null	null
hs_pre6	MNXM11790	null	null	null
biggM:M_hs_pre6	MNXM11790	null	null	null
biggM:hs_pre6	MNXM11790	null	null	null
hs_pre7	MNXM11791	null	null	null
biggM:M_hs_pre7	MNXM11791	null	null	null
biggM:hs_pre7	MNXM11791	null	null	null
hs_pre8	MNXM11792	null	null	null
biggM:M_hs_pre8	MNXM11792	null	null	null
biggM:hs_pre8	MNXM11792	null	null	null
hs_pre9	MNXM11793	null	null	null
biggM:M_hs_pre9	MNXM11793	null	null	null
biggM:hs_pre9	MNXM11793	null	null	null
hacolipa	MNXM11799	CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O[C@]5(C(=O)[O-])C[C@@H](O)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H]([C@H](O)CO)O5)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O[C@H]4O[C@H]([C@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]5O[C@H]([C@H](O)CO[C@H]6O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO[C@H]8OC([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]8O)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@@H]5O)[C@@H]4O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@H]2NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC	C192H333N2O101P4	-11.0
biggM:M_hacolipa	MNXM11799	CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O[C@]5(C(=O)[O-])C[C@@H](O)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H]([C@H](O)CO)O5)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O[C@H]4O[C@H]([C@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]5O[C@H]([C@H](O)CO[C@H]6O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO[C@H]8OC([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]8O)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@@H]5O)[C@@H]4O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@H]2NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC	C192H333N2O101P4	-11.0
biggM:hacolipa	MNXM11799	CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O[C@]5(C(=O)[O-])C[C@@H](O)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H]([C@H](O)CO)O5)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O[C@H]4O[C@H]([C@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]5O[C@H]([C@H](O)CO[C@H]6O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO[C@H]8OC([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]8O)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@@H]5O)[C@@H]4O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@H]2NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC	C192H333N2O101P4	-11.0
ptrc	MNXM118	[NH3+]CCCC[NH3+]	C4H14N2	2.0
biggM:M_ptrc	MNXM118	[NH3+]CCCC[NH3+]	C4H14N2	2.0
biggM:ptrc	MNXM118	[NH3+]CCCC[NH3+]	C4H14N2	2.0
hpdca	MNXM11802	CCCCCCCCCCCCCCCCC(=O)[O-]	C17H33O2	-1.0
biggM:M_hpdca	MNXM11802	CCCCCCCCCCCCCCCCC(=O)[O-]	C17H33O2	-1.0
biggM:hpdca	MNXM11802	CCCCCCCCCCCCCCCCC(=O)[O-]	C17H33O2	-1.0
hexdiac	MNXM11807	O=C([O-])CCCCCCCCCCCCCCC(=O)[O-]	C16H28O4	-2.0
biggM:M_hexdiac	MNXM11807	O=C([O-])CCCCCCCCCCCCCCC(=O)[O-]	C16H28O4	-2.0
biggM:hexdiac	MNXM11807	O=C([O-])CCCCCCCCCCCCCCC(=O)[O-]	C16H28O4	-2.0
hexs	MNXM11814	CCCCCCS(=O)(=O)O	C6H14O3S	0.0
biggM:M_hexs	MNXM11814	CCCCCCS(=O)(=O)O	C6H14O3S	0.0
biggM:hexs	MNXM11814	CCCCCCS(=O)(=O)O	C6H14O3S	0.0
C06199	MNXM11832	C[NH+](C)CCC1=CC=C(O)C=C1	C10H16NO	1.0
biggM:C06199	MNXM11832	C[NH+](C)CCC1=CC=C(O)C=C1	C10H16NO	1.0
biggM:M_C06199	MNXM11832	C[NH+](C)CCC1=CC=C(O)C=C1	C10H16NO	1.0
ha_deg1	MNXM11834	null	null	null
biggM:M_ha_deg1	MNXM11834	null	null	null
biggM:ha_deg1	MNXM11834	null	null	null
htaxol	MNXM11843	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1[C@@H](O)[C@@H]2O	C47H51NO15	0.0
biggM:M_htaxol	MNXM11843	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1[C@@H](O)[C@@H]2O	C47H51NO15	0.0
biggM:htaxol	MNXM11843	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1[C@@H](O)[C@@H]2O	C47H51NO15	0.0
6bhglz	MNXM118435	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCC(O)C3C2)C=C1	C15H21N3O4S	0.0
biggM:6bhglz	MNXM118435	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCC(O)C3C2)C=C1	C15H21N3O4S	0.0
biggM:M_6bhglz	MNXM118435	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCC(O)C3C2)C=C1	C15H21N3O4S	0.0
galacglcgalacglcgal14acglcgalgluside_hs	MNXM11849	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C73H125N4O43*	0.0
biggM:M_galacglcgalacglcgal14acglcgalgluside_hs	MNXM11849	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C73H125N4O43*	0.0
biggM:galacglcgalacglcgal14acglcgalgluside_hs	MNXM11849	[*]C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC	C73H125N4O43*	0.0
7bhglz	MNXM118569	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)C=C1	C15H21N3O4S	0.0
biggM:7bhglz	MNXM118569	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)C=C1	C15H21N3O4S	0.0
biggM:M_7bhglz	MNXM118569	CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)C=C1	C15H21N3O4S	0.0
ipc124_SC	MNXM11884	null	null	null
biggM:M_ipc124_SC	MNXM11884	null	null	null
biggM:ipc124_SC	MNXM11884	null	null	null
ipc126_SC	MNXM11885	null	null	null
biggM:M_ipc126_SC	MNXM11885	null	null	null
biggM:ipc126_SC	MNXM11885	null	null	null
ipc224_SC	MNXM11886	null	null	null
biggM:M_ipc224_SC	MNXM11886	null	null	null
biggM:ipc224_SC	MNXM11886	null	null	null
ipc226_SC	MNXM11887	null	null	null
biggM:M_ipc226_SC	MNXM11887	null	null	null
biggM:ipc226_SC	MNXM11887	null	null	null
ipc324_SC	MNXM11888	null	null	null
biggM:M_ipc324_SC	MNXM11888	null	null	null
biggM:ipc324_SC	MNXM11888	null	null	null
ipc326_SC	MNXM11889	null	null	null
biggM:M_ipc326_SC	MNXM11889	null	null	null
biggM:ipc326_SC	MNXM11889	null	null	null
ppgpp	MNXM1189	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)C(=O)N1	C10H12N5O17P4	-5.0
biggM:M_ppgpp	MNXM1189	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)C(=O)N1	C10H12N5O17P4	-5.0
biggM:ppgpp	MNXM1189	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)C(=O)N1	C10H12N5O17P4	-5.0
fcmcbtt	MNXM11903	null	null	null
biggM:M_fcmcbtt	MNXM11903	null	null	null
biggM:fcmcbtt	MNXM11903	null	null	null
CE5022	MNXM119057	CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O	C29H50O3	0.0
biggM:CE5022	MNXM119057	CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O	C29H50O3	0.0
biggM:M_CE5022	MNXM119057	CC1=C(C)C(=O)C(CCC(C)(O)CCCC(C)CCCC(C)CCCC(C)C)=C(C)C1=O	C29H50O3	0.0
kdolipid4_HP	MNXM11941	null	null	null
biggM:M_kdolipid4_HP	MNXM11941	null	null	null
biggM:kdolipid4_HP	MNXM11941	null	null	null
ksi_pre1	MNXM11945	null	null	null
biggM:M_ksi_pre1	MNXM11945	null	null	null
biggM:ksi_pre1	MNXM11945	null	null	null
ksi_pre10	MNXM11946	null	null	null
biggM:M_ksi_pre10	MNXM11946	null	null	null
biggM:ksi_pre10	MNXM11946	null	null	null
ksi_pre11	MNXM11947	null	null	null
biggM:M_ksi_pre11	MNXM11947	null	null	null
biggM:ksi_pre11	MNXM11947	null	null	null
ksi_pre12	MNXM11948	null	null	null
biggM:M_ksi_pre12	MNXM11948	null	null	null
biggM:ksi_pre12	MNXM11948	null	null	null
ksi_pre13	MNXM11949	null	null	null
biggM:M_ksi_pre13	MNXM11949	null	null	null
biggM:ksi_pre13	MNXM11949	null	null	null
ksi_pre14	MNXM11950	null	null	null
biggM:M_ksi_pre14	MNXM11950	null	null	null
biggM:ksi_pre14	MNXM11950	null	null	null
ksi_pre15	MNXM11951	null	null	null
biggM:M_ksi_pre15	MNXM11951	null	null	null
biggM:ksi_pre15	MNXM11951	null	null	null
ksi_pre16	MNXM11952	null	null	null
biggM:M_ksi_pre16	MNXM11952	null	null	null
biggM:ksi_pre16	MNXM11952	null	null	null
ksi_pre17	MNXM11953	null	null	null
biggM:M_ksi_pre17	MNXM11953	null	null	null
biggM:ksi_pre17	MNXM11953	null	null	null
ksi_pre18	MNXM11954	null	null	null
biggM:M_ksi_pre18	MNXM11954	null	null	null
biggM:ksi_pre18	MNXM11954	null	null	null
ksi_pre19	MNXM11955	null	null	null
biggM:M_ksi_pre19	MNXM11955	null	null	null
biggM:ksi_pre19	MNXM11955	null	null	null
ksi_pre2	MNXM11956	null	null	null
biggM:M_ksi_pre2	MNXM11956	null	null	null
biggM:ksi_pre2	MNXM11956	null	null	null
ksi_pre20	MNXM11957	null	null	null
biggM:M_ksi_pre20	MNXM11957	null	null	null
biggM:ksi_pre20	MNXM11957	null	null	null
ksi_pre21	MNXM11958	null	null	null
biggM:M_ksi_pre21	MNXM11958	null	null	null
biggM:ksi_pre21	MNXM11958	null	null	null
ksi_pre22	MNXM11959	null	null	null
biggM:M_ksi_pre22	MNXM11959	null	null	null
biggM:ksi_pre22	MNXM11959	null	null	null
ksi_pre23	MNXM11960	null	null	null
biggM:M_ksi_pre23	MNXM11960	null	null	null
biggM:ksi_pre23	MNXM11960	null	null	null
ksi_pre24	MNXM11961	null	null	null
biggM:M_ksi_pre24	MNXM11961	null	null	null
biggM:ksi_pre24	MNXM11961	null	null	null
ksi_pre25	MNXM11962	null	null	null
biggM:M_ksi_pre25	MNXM11962	null	null	null
biggM:ksi_pre25	MNXM11962	null	null	null
ksi_pre26	MNXM11963	null	null	null
biggM:M_ksi_pre26	MNXM11963	null	null	null
biggM:ksi_pre26	MNXM11963	null	null	null
ksi_pre27	MNXM11964	null	null	null
biggM:M_ksi_pre27	MNXM11964	null	null	null
biggM:ksi_pre27	MNXM11964	null	null	null
ksi_pre28	MNXM11965	null	null	null
biggM:M_ksi_pre28	MNXM11965	null	null	null
biggM:ksi_pre28	MNXM11965	null	null	null
ksi_pre29	MNXM11966	null	null	null
biggM:M_ksi_pre29	MNXM11966	null	null	null
biggM:ksi_pre29	MNXM11966	null	null	null
ksi_pre3	MNXM11967	null	null	null
biggM:M_ksi_pre3	MNXM11967	null	null	null
biggM:ksi_pre3	MNXM11967	null	null	null
ksi_pre30	MNXM11968	null	null	null
biggM:M_ksi_pre30	MNXM11968	null	null	null
biggM:ksi_pre30	MNXM11968	null	null	null
ksi_pre31	MNXM11969	null	null	null
biggM:M_ksi_pre31	MNXM11969	null	null	null
biggM:ksi_pre31	MNXM11969	null	null	null
prostgi2	MNXM1197	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O	C20H31O5	-1.0
biggM:M_prostgi2	MNXM1197	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O	C20H31O5	-1.0
biggM:prostgi2	MNXM1197	CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O	C20H31O5	-1.0
ksi_pre32	MNXM11970	null	null	null
biggM:M_ksi_pre32	MNXM11970	null	null	null
biggM:ksi_pre32	MNXM11970	null	null	null
ksi_pre33	MNXM11971	null	null	null
biggM:M_ksi_pre33	MNXM11971	null	null	null
biggM:ksi_pre33	MNXM11971	null	null	null
ksi_pre34	MNXM11972	null	null	null
biggM:M_ksi_pre34	MNXM11972	null	null	null
biggM:ksi_pre34	MNXM11972	null	null	null
ksi_pre35	MNXM11973	null	null	null
biggM:M_ksi_pre35	MNXM11973	null	null	null
biggM:ksi_pre35	MNXM11973	null	null	null
ksi_pre36	MNXM11974	null	null	null
biggM:M_ksi_pre36	MNXM11974	null	null	null
biggM:ksi_pre36	MNXM11974	null	null	null
ksi_pre4	MNXM11975	null	null	null
biggM:M_ksi_pre4	MNXM11975	null	null	null
biggM:ksi_pre4	MNXM11975	null	null	null
ksi_pre5	MNXM11976	null	null	null
biggM:M_ksi_pre5	MNXM11976	null	null	null
biggM:ksi_pre5	MNXM11976	null	null	null
ksi_pre6	MNXM11977	null	null	null
biggM:M_ksi_pre6	MNXM11977	null	null	null
biggM:ksi_pre6	MNXM11977	null	null	null
ksi_pre7	MNXM11978	null	null	null
biggM:M_ksi_pre7	MNXM11978	null	null	null
biggM:ksi_pre7	MNXM11978	null	null	null
ksi_pre8	MNXM11979	null	null	null
biggM:M_ksi_pre8	MNXM11979	null	null	null
biggM:ksi_pre8	MNXM11979	null	null	null
ksi_pre9	MNXM11980	null	null	null
biggM:M_ksi_pre9	MNXM11980	null	null	null
biggM:ksi_pre9	MNXM11980	null	null	null
ksi_deg10	MNXM11981	null	null	null
biggM:M_ksi_deg10	MNXM11981	null	null	null
biggM:ksi_deg10	MNXM11981	null	null	null
ksi_deg13	MNXM11982	null	null	null
biggM:M_ksi_deg13	MNXM11982	null	null	null
biggM:ksi_deg13	MNXM11982	null	null	null
ksi_deg16	MNXM11983	null	null	null
biggM:M_ksi_deg16	MNXM11983	null	null	null
biggM:ksi_deg16	MNXM11983	null	null	null
ksi_deg19	MNXM11984	null	null	null
biggM:M_ksi_deg19	MNXM11984	null	null	null
biggM:ksi_deg19	MNXM11984	null	null	null
ksi_deg2	MNXM11985	null	null	null
biggM:M_ksi_deg2	MNXM11985	null	null	null
biggM:ksi_deg2	MNXM11985	null	null	null
ksi_deg22	MNXM11986	null	null	null
biggM:M_ksi_deg22	MNXM11986	null	null	null
biggM:ksi_deg22	MNXM11986	null	null	null
ksi_deg25	MNXM11987	null	null	null
biggM:M_ksi_deg25	MNXM11987	null	null	null
biggM:ksi_deg25	MNXM11987	null	null	null
ksi_deg28	MNXM11988	null	null	null
biggM:M_ksi_deg28	MNXM11988	null	null	null
biggM:ksi_deg28	MNXM11988	null	null	null
ksi_deg3	MNXM11989	null	null	null
biggM:M_ksi_deg3	MNXM11989	null	null	null
biggM:ksi_deg3	MNXM11989	null	null	null
ksi_deg31	MNXM11990	null	null	null
biggM:M_ksi_deg31	MNXM11990	null	null	null
biggM:ksi_deg31	MNXM11990	null	null	null
ksi_deg34	MNXM11991	null	null	null
biggM:M_ksi_deg34	MNXM11991	null	null	null
biggM:ksi_deg34	MNXM11991	null	null	null
ksi_deg37	MNXM11992	null	null	null
biggM:M_ksi_deg37	MNXM11992	null	null	null
biggM:ksi_deg37	MNXM11992	null	null	null
ksi_deg39	MNXM11993	null	null	null
biggM:M_ksi_deg39	MNXM11993	null	null	null
biggM:ksi_deg39	MNXM11993	null	null	null
ksi_deg4	MNXM11994	null	null	null
biggM:M_ksi_deg4	MNXM11994	null	null	null
biggM:ksi_deg4	MNXM11994	null	null	null
ksi_deg40	MNXM11995	null	null	null
biggM:M_ksi_deg40	MNXM11995	null	null	null
biggM:ksi_deg40	MNXM11995	null	null	null
ksi_deg41	MNXM11996	null	null	null
biggM:M_ksi_deg41	MNXM11996	null	null	null
biggM:ksi_deg41	MNXM11996	null	null	null
ksi_deg5	MNXM11997	null	null	null
biggM:M_ksi_deg5	MNXM11997	null	null	null
biggM:ksi_deg5	MNXM11997	null	null	null
ksi_deg7	MNXM11998	null	null	null
biggM:M_ksi_deg7	MNXM11998	null	null	null
biggM:ksi_deg7	MNXM11998	null	null	null
ksii_core2_deg1	MNXM11999	null	null	null
biggM:M_ksii_core2_deg1	MNXM11999	null	null	null
biggM:ksii_core2_deg1	MNXM11999	null	null	null
