bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
EX_ddca_e	Dodecanoate (n-C12:0) exchange	ddca_e <-> 	iYL1228; iECOK1_1307; iUTI89_1310; iEcHS_1320; iSSON_1240; iEKO11_1354; iSFxv_1172; iECDH10B_1368; iWFL_1372; iECSP_1301; iSBO_1134; iECO26_1355; iSbBS512_1146; iEcolC_1368; iUMN146_1321; iECIAI39_1322; iNRG857_1313; iECO111_1330; STM_v1_0; iG2583_1286; iZ_1308; iEcSMS35_1347; iUMNK88_1353; iECH74115_1262; iSFV_1184; iECUMN_1333; iSDY_1059; iETEC_1333; iS_1188; iECW_1372; iLF82_1304; iECIAI1_1343; iAF987; iECNA114_1301; iY75_1357; iECS88_1305; iCHOv1; iECSF_1327; iML1515; iEcE24377_1341; iAF1260b; iECP_1309; iECABU_c1320; iECSE_1348; iJN746; iECO103_1326; iEC042_1314; iECED1_1282; iECB_1328; iECs_1301; iBWG_1329; iECBD_1354; iECD_1391; iMM904; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; iPC815; ic_1306; iAF1260; iJO1366; iE2348C_1286; iEC55989_1330; iAPECO1_1312; iSF_1195	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98403	EX_HC02176_e_; EX_ddca_LPAREN_e_RPAREN_; EX_ddca_e; EX_ddca_e_
EX_din_e	Deoxyinosine exchange	din_e <-> 	iZ_1308; iECABU_c1320; iSBO_1134; iEC042_1314; iLF82_1304; iECB_1328; iSDY_1059; iBWG_1329; iUMNK88_1353; iECBD_1354; STM_v1_0; iECD_1391; iSFV_1184; iMM904; iNRG857_1313; iEcDH1_1363; iSSON_1240; iB21_1397; iUTI89_1310; iND750; iWFL_1372; iECDH1ME8569_1439; iSbBS512_1146; ic_1306; iSFxv_1172; iAF1260; iYL1228; iJO1366; iJR904; iPC815; iUMN146_1321; iE2348C_1286; iS_1188; iEC55989_1330; iECSP_1301; iAPECO1_1312; iECIAI39_1322; iSF_1195; iECOK1_1307; iAF1260b; iECP_1309; iY75_1357; iECUMN_1333; RECON1; iEcolC_1368; iML1515; iEcE24377_1341; iMM1415; iECO111_1330; iCHOv1; iEcHS_1320; iECO103_1326; iECO26_1355; iEcSMS35_1347; iECs_1301; iECSE_1348; iECSF_1327; iECDH10B_1368; iEKO11_1354; iECW_1372; iETEC_1333; iECED1_1282; iECS88_1305; iECH74115_1262; iECNA114_1301; iECIAI1_1343; iG2583_1286	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98418	EX_din_LPAREN_e_RPAREN_; EX_din_e; EX_din_e_
EX_dmso_e	Dimethyl sulfoxide exchange	dmso_e <-> 	iECs_1301; iECABU_c1320; iECO111_1330; iEC042_1314; iECED1_1282; iECB_1328; iETEC_1333; iBWG_1329; iEcolC_1368; iECBD_1354; iEKO11_1354; iECD_1391; iECH74115_1262; iEcDH1_1363; iECO103_1326; iB21_1397; iECNA114_1301; iECDH1ME8569_1439; iECDH10B_1368; ic_1306; iECS88_1305; iAF1260; iECOK1_1307; iJO1366; iECO26_1355; iPC815; iECUMN_1333; iE2348C_1286; iG2583_1286; iEC55989_1330; iECIAI1_1343; iAPECO1_1312; iECP_1309; iSF_1195; iECSF_1327; iY75_1357; iECIAI39_1322; iML1515; iEcSMS35_1347; iAF1260b; iEcHS_1320; iYL1228; iEcE24377_1341; iJR904; iECSP_1301; iNRG857_1313; iECSE_1348; iSDY_1059; iECW_1372; iSBO_1134; iSFxv_1172; iUMN146_1321; iWFL_1372; iUMNK88_1353; iSSON_1240; iSbBS512_1146; iS_1188; iUTI89_1310; STM_v1_0; iSFV_1184; iZ_1308; iLF82_1304	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98425	EX_dmso_LPAREN_e_RPAREN_; EX_dmso_e
EX_dump_e	DUMP exchange	dump_e <-> 	iECNA114_1301; iECABU_c1320; iECO26_1355; iEC042_1314; iEcSMS35_1347; iECB_1328; iECO111_1330; iBWG_1329; iECP_1309; iECBD_1354; iECSF_1327; iECD_1391; iECH74115_1262; iEcDH1_1363; iECSE_1348; iB21_1397; iECs_1301; iECDH1ME8569_1439; iECSP_1301; ic_1306; iEKO11_1354; iAF1260; iEcolC_1368; iPC815; iG2583_1286; iE2348C_1286; iETEC_1333; iEC55989_1330; iECIAI39_1322; iAPECO1_1312; iECUMN_1333; iSF_1195; iEcHS_1320; iJO1366; iECOK1_1307; iUMNK88_1353; iECIAI1_1343; iYL1228; iECDH10B_1368; iLF82_1304; iECO103_1326; STM_v1_0; iECED1_1282; iZ_1308; iEcE24377_1341; iUTI89_1310; iECS88_1305; iS_1188; iECW_1372; iSbBS512_1146; iAF1260b; iSSON_1240; iY75_1357; iSBO_1134; iML1515; iWFL_1372; iSFxv_1172; iUMN146_1321; iNRG857_1313; iSFV_1184; iSDY_1059	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98434	EX_dump_LPAREN_e_RPAREN_; EX_dump_e
EX_enlipa_e	Phosphoethanolamine KDO(2)-lipid (A) exchange	enlipa_e <-> 	iEcE24377_1341; iECABU_c1320; iEcSMS35_1347; iEC042_1314; iECS88_1305; iECB_1328; iECSF_1327; iBWG_1329; iECOK1_1307; iECBD_1354; iECDH10B_1368; iECD_1391; iEcolC_1368; iEcDH1_1363; iECO103_1326; iB21_1397; iECO26_1355; iECDH1ME8569_1439; iECW_1372; ic_1306; iECSE_1348; iAF1260; iECO111_1330; iE2348C_1286; iECNA114_1301; iEC55989_1330; iECs_1301; iSF_1195; iECH74115_1262; iAPECO1_1312; iG2583_1286; iJO1366; iECED1_1282; iUMN146_1321; iECUMN_1333; iS_1188; iEKO11_1354; STM_v1_0; iECIAI39_1322; iUMNK88_1353; iECP_1309; iZ_1308; iECSP_1301; iSFxv_1172; iECIAI1_1343; iSBO_1134; iEcHS_1320; iLF82_1304; iETEC_1333; iSSON_1240; iY75_1357; iSFV_1184; iML1515; iUTI89_1310; iAF1260b; iNRG857_1313; iWFL_1372; iSbBS512_1146; iSDY_1059	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98448	EX_enlipa_LPAREN_e_RPAREN_; EX_enlipa_e
EX_fald_e	Formaldehyde exchange	fald_e <-> 	iEKO11_1354; iS_1188; iETEC_1333; iUTI89_1310; iEcolC_1368; STM_v1_0; iECUMN_1333; iSBO_1134; iEcE24377_1341; iZ_1308; iECSF_1327; iWFL_1372; iEcHS_1320; iSSON_1240; iECIAI1_1343; iNRG857_1313; iECDH10B_1368; iLF82_1304; iG2583_1286; iSFxv_1172; iECSP_1301; iSbBS512_1146; iECOK1_1307; iYL1228; iECED1_1282; iSDY_1059; iECP_1309; iSFV_1184; iECIAI39_1322; iUMNK88_1353; iECO111_1330; iUMN146_1321; iECO103_1326; iECABU_c1320; iECNA114_1301; iEC042_1314; iECO26_1355; iECB_1328; iECS88_1305; iBWG_1329; iECs_1301; iECBD_1354; iECH74115_1262; iECD_1391; iECSE_1348; iEcDH1_1363; iECW_1372; iB21_1397; iEcSMS35_1347; iECDH1ME8569_1439; iCHOv1; ic_1306; iY75_1357; iAF1260; iML1515; iPC815; iAF1260b; iE2348C_1286; iEC55989_1330; iSF_1195; iAPECO1_1312; iJO1366	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR97582	EX_fald_LPAREN_e_RPAREN_; EX_fald_e; EX_fald_e_
EX_fe3_e	Fe3+ exchange	fe3_e <-> 	iYL1228; iECP_1309; iSBO_1134; iECIAI39_1322; iLF82_1304; iEcE24377_1341; iWFL_1372; iECSE_1348; iUMNK88_1353; iECOK1_1307; iSFV_1184; iECs_1301; STM_v1_0; iETEC_1333; iSSON_1240; iECW_1372; iSbBS512_1146; iECDH10B_1368; iUMN146_1321; iECUMN_1333; iUTI89_1310; iEcHS_1320; iSFxv_1172; iECIAI1_1343; iSDY_1059; iECED1_1282; iS_1188; iECO111_1330; iNRG857_1313; iECSF_1327; iZ_1308; iECH74115_1262; iYO844; iG2583_1286; iCHOv1; iEKO11_1354; iAF987; iECSP_1301; iMM1415; iECNA114_1301; iLJ478; iEcolC_1368; iRC1080; iEcSMS35_1347; iJB785; iECO26_1355; iNF517; iECS88_1305; iJN678; iECO103_1326; iAF1260b; iJO1366; iAF692; iECABU_c1320; iML1515; iEC042_1314; iY75_1357; iIT341; RECON1; iECB_1328; iNJ661; iBWG_1329; iECBD_1354; iECD_1391; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; ic_1306; iAF1260; iPC815; iE2348C_1286; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98465	EX_fe3(e); EX_fe3_LPAREN_e_RPAREN_; EX_fe3_e; EX_fe3_e_
EX_fe3dcit_e	Fe(III)dicitrate exchange	fe3dcit_e <-> 	iML1515; iJO1366; iAF1260b; iECABU_c1320; iY75_1357; iEC042_1314; iLF82_1304; iECB_1328; iSSON_1240; iBWG_1329; iZ_1308; iECBD_1354; iS_1188; iECD_1391; iUMNK88_1353; iEcDH1_1363; iNRG857_1313; iB21_1397; iSDY_1059; iECDH1ME8569_1439; iSBO_1134; ic_1306; STM_v1_0; iAF1260; iUMN146_1321; iPC815; iSFxv_1172; iE2348C_1286; iUTI89_1310; iEC55989_1330; iSFV_1184; iSF_1195; iWFL_1372; iAPECO1_1312; iSbBS512_1146; iETEC_1333; iECO103_1326; iECSE_1348; iEcHS_1320; iECDH10B_1368; iECNA114_1301; iECH74115_1262; iECUMN_1333; iECSF_1327; iECS88_1305; iECP_1309; iEcSMS35_1347; iECED1_1282; iECSP_1301; iEcE24377_1341; iEcolC_1368; iEKO11_1354; iG2583_1286; iECW_1372; iECIAI39_1322; iECOK1_1307; iECO111_1330; iECs_1301; iECIAI1_1343; iECO26_1355	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98466	EX_fe3dcit_LPAREN_e_RPAREN_; EX_fe3dcit_e
EX_fecrm_e	Ferrichrome exchange	fecrm_e <-> 	iAF1260b; iECED1_1282; iY75_1357; iEKO11_1354; iML1515; iEcE24377_1341; iNRG857_1313; iECP_1309; iSDY_1059; iECW_1372; iSBO_1134; iECO111_1330; iZ_1308; iECDH10B_1368; iWFL_1372; iECSF_1327; iS_1188; iECO26_1355; iUMNK88_1353; iECO103_1326; iSFxv_1172; iECSE_1348; iSFV_1184; iEcolC_1368; iYL1228; iECSP_1301; iLF82_1304; iEcSMS35_1347; iUMN146_1321; iG2583_1286; iSSON_1240; iECs_1301; STM_v1_0; iECS88_1305; iUTI89_1310; iECIAI1_1343; iSbBS512_1146; iECIAI39_1322; iJO1366; iECH74115_1262; iECABU_c1320; iECOK1_1307; iEC042_1314; iECNA114_1301; iECB_1328; iETEC_1333; iBWG_1329; iECUMN_1333; iECBD_1354; iEcHS_1320; iECD_1391; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; ic_1306; iAF1260; iPC815; iE2348C_1286; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98474	EX_fecrm_LPAREN_e_RPAREN_; EX_fecrm_e
EX_fecrm_un_e	Ferrichrome minus Fe(III) exchange	fecrm_un_e <-> 	iEKO11_1354; iJO1366; iEcHS_1320; iECABU_c1320; iECO111_1330; iEC042_1314; iG2583_1286; iECB_1328; iECOK1_1307; iBWG_1329; iECW_1372; iECBD_1354; iECDH10B_1368; iECD_1391; iETEC_1333; iEcDH1_1363; iECS88_1305; iB21_1397; iECSE_1348; iECDH1ME8569_1439; iEcSMS35_1347; ic_1306; iECO26_1355; iAF1260; iEcolC_1368; iE2348C_1286; iECs_1301; iEC55989_1330; iEcE24377_1341; iSF_1195; iECNA114_1301; iAPECO1_1312; iECSP_1301; iML1515; iECO103_1326; iAF1260b; iECIAI1_1343; iY75_1357; iECIAI39_1322; iSFxv_1172; iECED1_1282; iSDY_1059; iECSF_1327; iZ_1308; iECH74115_1262; iWFL_1372; iECUMN_1333; iUMNK88_1353; iECP_1309; iSBO_1134; iNRG857_1313; iLF82_1304; iSFV_1184; iS_1188; iSSON_1240; iUMN146_1321; iSbBS512_1146; STM_v1_0; iUTI89_1310	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98475	EX_fecrm_DASH_un_LPAREN_e_RPAREN_; EX_fecrm__un_e; EX_fecrm_un_LPAREN_e_RPAREN_; EX_fecrm_un_e
EX_feenter_e	Fe-enterobactin exchange	feenter_e <-> 	iJO1366; iSSON_1240; iECABU_c1320; iUTI89_1310; iEC042_1314; iLF82_1304; iECB_1328; STM_v1_0; iBWG_1329; iYL1228; iECBD_1354; iSFxv_1172; iECD_1391; iSBO_1134; iEcDH1_1363; iWFL_1372; iB21_1397; iZ_1308; iECDH1ME8569_1439; iUMNK88_1353; ic_1306; iUMN146_1321; iAF1260; iS_1188; iPC815; iSbBS512_1146; iE2348C_1286; iNRG857_1313; iEC55989_1330; iSFV_1184; iSF_1195; iSDY_1059; iAPECO1_1312; iECSE_1348; iML1515; iG2583_1286; iAF1260b; iECNA114_1301; iY75_1357; iECSP_1301; iECP_1309; iECIAI1_1343; iEcE24377_1341; iEcSMS35_1347; iECUMN_1333; iECOK1_1307; iEcolC_1368; iECs_1301; iEKO11_1354; iECO103_1326; iECIAI39_1322; iECO111_1330; iECSF_1327; iECO26_1355; iECH74115_1262; iECS88_1305; iECW_1372; iECDH10B_1368; iETEC_1333; iEcHS_1320; iECED1_1282	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98476	EX_feenter_LPAREN_e_RPAREN_; EX_feenter_e
EX_frulys_e	Fructoselysine exchange	frulys_e <-> 	iML1515; iECABU_c1320; iY75_1357; iJO1366; iAF1260b; iEC042_1314; iLF82_1304; iECB_1328; iSFxv_1172; iBWG_1329; iYL1228; iECBD_1354; iS_1188; iECD_1391; iSbBS512_1146; iEcDH1_1363; iSBO_1134; iB21_1397; iUMN146_1321; iECDH1ME8569_1439; STM_v1_0; ic_1306; iZ_1308; iAF1260; iNRG857_1313; iPC815; iUMNK88_1353; iE2348C_1286; iSDY_1059; iEC55989_1330; iUTI89_1310; iSF_1195; iWFL_1372; iAPECO1_1312; iSFV_1184; iECOK1_1307; iSSON_1240; iEcE24377_1341; iECIAI39_1322; iEcHS_1320; iECSF_1327; iECED1_1282; iECO26_1355; iECUMN_1333; iECS88_1305; iECDH10B_1368; iECW_1372; iECSP_1301; iECO111_1330; iECO103_1326; iECP_1309; iEKO11_1354; iECNA114_1301; iECH74115_1262; iETEC_1333; iG2583_1286; iEcolC_1368; iEcSMS35_1347; iECIAI1_1343; iECSE_1348; iECs_1301	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98493	EX_frulys_LPAREN_e_RPAREN_; EX_frulys_e
EX_g3pc_e	Sn-Glycero-3-phosphocholine exchange	g3pc_e <-> 	iAF1260b; iECOK1_1307; iML1515; iEcolC_1368; iY75_1357; iECUMN_1333; iSSON_1240; iG2583_1286; iZ_1308; iECSE_1348; iUMNK88_1353; iECSF_1327; iSFxv_1172; iEKO11_1354; iNRG857_1313; iECDH10B_1368; iUMN146_1321; iECP_1309; iUTI89_1310; iECH74115_1262; iWFL_1372; iECED1_1282; iSBO_1134; iECS88_1305; iSDY_1059; iEcHS_1320; iYL1228; iECNA114_1301; iS_1188; iECO26_1355; iSbBS512_1146; iECO103_1326; iSFV_1184; iECSP_1301; STM_v1_0; iECIAI39_1322; iLF82_1304; iEcSMS35_1347; iECABU_c1320; iECs_1301; iEC042_1314; iETEC_1333; iJO1366; iECIAI1_1343; iECB_1328; iECW_1372; iBWG_1329; iEcE24377_1341; iECBD_1354; iECO111_1330; iECD_1391; iMM904; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; ic_1306; iAF1260; iPC815; iE2348C_1286; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98526	EX_g3pc_LPAREN_e_RPAREN_; EX_g3pc_e; EX_g3pc_e_
EX_g3ps_e	Glycerophosphoserine exchange	g3ps_e <-> 	iEcolC_1368; iUMNK88_1353; iECUMN_1333; iNRG857_1313; iEcSMS35_1347; iZ_1308; iECO26_1355; iSSON_1240; iECOK1_1307; iSbBS512_1146; iG2583_1286; iUMN146_1321; iEcE24377_1341; iSBO_1134; iECO103_1326; iS_1188; iECIAI39_1322; iYL1228; iECIAI1_1343; iUTI89_1310; iECED1_1282; iLF82_1304; iECH74115_1262; iSDY_1059; iECs_1301; iWFL_1372; iECW_1372; STM_v1_0; iECSE_1348; iSFV_1184; iECDH10B_1368; iSFxv_1172; iEcHS_1320; iY75_1357; iECO111_1330; iAF1260b; iECNA114_1301; iML1515; iECP_1309; iECABU_c1320; iECS88_1305; iEC042_1314; iECSP_1301; iECB_1328; iETEC_1333; iJO1366; iEKO11_1354; iBWG_1329; iECSF_1327; iECBD_1354; iECD_1391; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; ic_1306; iAF1260; iE2348C_1286; iPC815; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98530	EX_g3ps_LPAREN_e_RPAREN_; EX_g3ps_e
EX_gal_bD_e	Beta D-Galactose exchange	gal_bD_e <-> 	iAF1260b; iECABU_c1320; iY75_1357; iEC042_1314; iML1515; iECB_1328; iSDY_1059; iJO1366; iUMN146_1321; iBWG_1329; iUMNK88_1353; iECBD_1354; iYL1228; iECD_1391; iWFL_1372; iEcDH1_1363; iSSON_1240; iB21_1397; iLF82_1304; iECDH1ME8569_1439; iSbBS512_1146; ic_1306; iNRG857_1313; iAF1260; iSFV_1184; iE2348C_1286; STM_v1_0; iPC815; iS_1188; iEC55989_1330; iSFxv_1172; iSF_1195; iSBO_1134; iAPECO1_1312; iZ_1308; iECO111_1330; iUTI89_1310; iEcE24377_1341; iECSF_1327; iEKO11_1354; iECs_1301; iECUMN_1333; iECS88_1305; iECW_1372; iECO103_1326; iEcolC_1368; iECDH10B_1368; iETEC_1333; iECSP_1301; iECED1_1282; iECH74115_1262; iG2583_1286; iECSE_1348; iECIAI1_1343; iEcHS_1320; iECP_1309; iECOK1_1307; iECO26_1355; iECIAI39_1322; iECNA114_1301; iEcSMS35_1347	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98534	EX_gal_DASH_bD_LPAREN_e_RPAREN_; EX_gal__bD_e; EX_gal_bD_LPAREN_e_RPAREN_; EX_gal_bD_e
EX_galct__D_e	D-Galactarate exchange	galct__D_e <-> 	iECS88_1305; iECABU_c1320; iEcSMS35_1347; iEC042_1314; iECDH10B_1368; iECB_1328; iECIAI39_1322; iJO1366; iECED1_1282; iBWG_1329; iEcolC_1368; iECBD_1354; iECSF_1327; iECD_1391; iECO103_1326; iEcDH1_1363; iECO26_1355; iB21_1397; iEcHS_1320; iECDH1ME8569_1439; iECSE_1348; ic_1306; iEKO11_1354; iAF1260; iECs_1301; iE2348C_1286; iECIAI1_1343; iPC815; iEcE24377_1341; iEC55989_1330; iECH74115_1262; iSF_1195; iECP_1309; iAPECO1_1312; iECO111_1330; iY75_1357; iECOK1_1307; iAF1260b; iECNA114_1301; iML1515; iETEC_1333; iS_1188; iECW_1372; iSDY_1059; iG2583_1286; iSBO_1134; iECUMN_1333; iZ_1308; iECSP_1301; iJR904; iLF82_1304; iSbBS512_1146; iSSON_1240; iUTI89_1310; iNRG857_1313; iSFxv_1172; iUMN146_1321; iWFL_1372; iYL1228; iUMNK88_1353; STM_v1_0; iSFV_1184	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98539	EX_galct_DASH_D_LPAREN_e_RPAREN_; EX_galct_D_LPAREN_e_RPAREN_; EX_galct_D_e; EX_galct__D_e
EX_galctn__L_e	L-Galactonate exchange	galctn__L_e <-> 	iSSON_1240; iECABU_c1320; iSBO_1134; iEC042_1314; iSFV_1184; iECB_1328; iUTI89_1310; iJO1366; iLF82_1304; iBWG_1329; iWFL_1372; iECBD_1354; iZ_1308; iECD_1391; iYL1228; iEcDH1_1363; iSDY_1059; iB21_1397; iSbBS512_1146; iECDH1ME8569_1439; iUMN146_1321; ic_1306; STM_v1_0; iAF1260; iUMNK88_1353; iE2348C_1286; iSFxv_1172; iPC815; iNRG857_1313; iEC55989_1330; iS_1188; iSF_1195; iML1515; iAPECO1_1312; iY75_1357; iEcolC_1368; iAF1260b; iECS88_1305; iECSE_1348; iECO103_1326; iECDH10B_1368; iECIAI1_1343; iEcHS_1320; iG2583_1286; iETEC_1333; iEKO11_1354; iECH74115_1262; iECs_1301; iECSF_1327; iECED1_1282; iECP_1309; iEcE24377_1341; iECSP_1301; iECW_1372; iECIAI39_1322; iEcSMS35_1347; iECUMN_1333; iECO26_1355; iECO111_1330; iECOK1_1307; iECNA114_1301	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98541	EX_galctn_DASH_L_LPAREN_e_RPAREN_; EX_galctn_L_LPAREN_e_RPAREN_; EX_galctn_L_e; EX_galctn__L_e
EX_gam_e	D-Glucosamine exchange	gam_e <-> 	iYO844; iNRG857_1313; iMM1415; iSbBS512_1146; RECON1; iSBO_1134; iAF1260b; iSFV_1184; iY75_1357; iSFxv_1172; iCHOv1; iUTI89_1310; iAB_RBC_283; iS_1188; iML1515; STM_v1_0; iECABU_c1320; iUMNK88_1353; iEC042_1314; iJR904; iECB_1328; iUMN146_1321; iBWG_1329; iZ_1308; iECBD_1354; iLF82_1304; iJO1366; iSDY_1059; iECD_1391; iSSON_1240; iEcDH1_1363; iWFL_1372; iB21_1397; iYL1228; iECDH1ME8569_1439; iECs_1301; ic_1306; iECW_1372; iAF1260; iECS88_1305; iE2348C_1286; iEcolC_1368; iPC815; iEcSMS35_1347; iEC55989_1330; iECSE_1348; iSF_1195; iEcHS_1320; iAPECO1_1312; iECUMN_1333; iECNA114_1301; iECH74115_1262; iECO26_1355; iETEC_1333; iECSP_1301; iECDH10B_1368; iEcE24377_1341; iECIAI1_1343; iECOK1_1307; iECO103_1326; iEKO11_1354; iECO111_1330; iECP_1309; iECIAI39_1322; iG2583_1286; iECSF_1327; iECED1_1282	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98557	EX_gam_LPAREN_e_RPAREN_; EX_gam_e; EX_gam_e_
EX_gam6p_e	D-Glucosamine 6-phosphate exchange	gam6p_e <-> 	iY75_1357; iECIAI39_1322; iAF1260b; iECSP_1301; iYO844; iECW_1372; iML1515; iECs_1301; iECABU_c1320; iEcE24377_1341; iEC042_1314; iG2583_1286; iECB_1328; iECSF_1327; iBWG_1329; iEcHS_1320; iECBD_1354; iECNA114_1301; iJO1366; iECO103_1326; iECD_1391; iEKO11_1354; iMM904; iECP_1309; iEcDH1_1363; iECO26_1355; iB21_1397; iECUMN_1333; iND750; iECS88_1305; iECDH1ME8569_1439; iECIAI1_1343; ic_1306; iEcolC_1368; iAF1260; iEcSMS35_1347; iE2348C_1286; iECED1_1282; iPC815; iECDH10B_1368; iEC55989_1330; iECO111_1330; iSF_1195; iECOK1_1307; iAPECO1_1312; iETEC_1333; iNRG857_1313; iECSE_1348; iSBO_1134; iECH74115_1262; iS_1188; iSFxv_1172; iSFV_1184; iSDY_1059; iWFL_1372; iUMN146_1321; iUMNK88_1353; STM_v1_0; iSbBS512_1146; iYL1228; iZ_1308; iLF82_1304; iUTI89_1310; iSSON_1240	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98556	EX_gam6p_LPAREN_e_RPAREN_; EX_gam6p_e; EX_gam6p_e_
EX_gbbtn_e	Gamma-butyrobetaine exchange	gbbtn_e <-> 	iYO844; iUTI89_1310; iML1515; iWFL_1372; iY75_1357; iLF82_1304; iAF1260b; iSDY_1059; iEcE24377_1341; iSSON_1240; iECOK1_1307; iSbBS512_1146; iECO103_1326; iS_1188; iECED1_1282; iSFxv_1172; iECSE_1348; iSBO_1134; iECH74115_1262; iJR904; iECO111_1330; STM_v1_0; iEcHS_1320; iSFV_1184; iECS88_1305; iUMN146_1321; iECSP_1301; iUMNK88_1353; iECUMN_1333; iZ_1308; iECSF_1327; iNRG857_1313; iECIAI39_1322; iECABU_c1320; iECIAI1_1343; iEC042_1314; iECW_1372; iECB_1328; iECs_1301; iBWG_1329; iECDH10B_1368; iECBD_1354; iECO26_1355; iJO1366; iECNA114_1301; iECD_1391; iG2583_1286; iEcDH1_1363; iEcolC_1368; iB21_1397; iECP_1309; iECDH1ME8569_1439; iETEC_1333; ic_1306; iEKO11_1354; iAF1260; iEcSMS35_1347; iE2348C_1286; iPC815; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98558	EX_gbbtn_LPAREN_e_RPAREN_; EX_gbbtn_e; EX_gbbtn_e_
EX_gdp_e	GDP exchange	gdp_e <-> 	iECNA114_1301; iECABU_c1320; iECO103_1326; iEC042_1314; iECSF_1327; iECB_1328; iECUMN_1333; iBWG_1329; iEcSMS35_1347; iECBD_1354; iECIAI1_1343; iJO1366; iECSE_1348; iECD_1391; iECOK1_1307; iEcDH1_1363; iECP_1309; iB21_1397; iECW_1372; iECDH1ME8569_1439; iEcE24377_1341; ic_1306; iECS88_1305; iAF1260; iECO26_1355; iE2348C_1286; iECIAI39_1322; iPC815; iECO111_1330; iEC55989_1330; iETEC_1333; iSF_1195; iEKO11_1354; iAPECO1_1312; iECDH10B_1368; iML1515; iECSP_1301; iAF1260b; iEcHS_1320; iY75_1357; iECs_1301; iAT_PLT_636; iECED1_1282; iMM1415; iG2583_1286; RECON1; iEcolC_1368; iCHOv1; iECH74115_1262; iUMN146_1321; iNRG857_1313; iS_1188; STM_v1_0; iUMNK88_1353; iSFV_1184; iSbBS512_1146; iZ_1308; iLF82_1304; iSSON_1240; iYL1228; iSDY_1059; iWFL_1372; iSBO_1134; iUTI89_1310; iSFxv_1172	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98568	EX_gdp_LPAREN_e_RPAREN_; EX_gdp_e; EX_gdp_e_
EX_glyc__R_e	(R)-Glycerate exchange	glyc__R_e <-> 	iML1515; iECSP_1301; iAF1260b; iEcSMS35_1347; iY75_1357; iECSF_1327; iYL1228; iG2583_1286; iS_1188; iEKO11_1354; iUMN146_1321; iECNA114_1301; iNRG857_1313; iETEC_1333; iSDY_1059; iECO111_1330; iSBO_1134; iECSE_1348; iLF82_1304; iECP_1309; STM_v1_0; iEcE24377_1341; iUTI89_1310; iECS88_1305; iSFxv_1172; iECW_1372; iSSON_1240; iECED1_1282; iZ_1308; iEcolC_1368; iSbBS512_1146; iECH74115_1262; iWFL_1372; iECOK1_1307; iUMNK88_1353; iECIAI1_1343; iSFV_1184; iECUMN_1333; iECABU_c1320; iECO103_1326; iEC042_1314; iECO26_1355; iECB_1328; iECs_1301; iBWG_1329; iEcHS_1320; iECBD_1354; iECDH10B_1368; iECD_1391; iECIAI39_1322; iJO1366; iEcDH1_1363; iB21_1397; iECDH1ME8569_1439; ic_1306; iAF1260; iPC815; iE2348C_1286; iEC55989_1330; iSF_1195; iAPECO1_1312	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR98600	EX_glyc_DASH_R_LPAREN_e_RPAREN_; EX_glyc_R_LPAREN_e_RPAREN_; EX_glyc_R_e; EX_glyc__R_e
